CUENTA	RUBRO	LINEA	ITEM	GLOSA
858000000	85800	00	00	CRÉDITOS CON MOROSIDAD DE 90 DÍAS O MÁS EN ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN OTRO	   RESULTADO INTEGRAL
858100000	85810	00	00	Adeudado por bancos
858200000	85820	00	00	Colocaciones comerciales
858300000	85830	00	00	Colocaciones para vivienda
858400000	85840	00	00	Colocaciones de consumo
859000000	85900	00	00	CRÉDITOS CON MOROSIDAD DE 90 DÍAS O MÁS EN ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS
859100000	85910	00	00	Adeudado por bancos
859200000	85920	00	00	Colocaciones comerciales
859300000	85930	00	00	Colocaciones para vivienda
859400000	85940	00	00	Colocaciones de consumo
