CUENTA	RUBRO	LINEA	ITEM	GLOSA
241000512	24100	05	12	Acreencias vencidas por cuentas de provisión de fondos para tarjetas de pago innominadas
241000513	24100	05	13	Acreencias sin movimiento por cuentas de provisión de fondos para tarjetas de pago nominativas
241000590	24100	05	90	Otras obligaciones a la vista
242000000	24200	00	00	Depósitos y otras captaciones a plazo
242000100	24200	01	00	Depósitos a plazo
242000200	24200	02	00	Cuentas de ahorro a plazo
242000201	24200	02	01	Cuentas de ahorro a plazo con giro diferido
242000202	24200	02	02	Cuentas de ahorro a plazo con giro incondicional
242000300	24200	03	00	Otros saldos acreedores a plazo
242000301	24200	03	01	Boletas de garantías pagaderas con 30 días de aviso
242000302	24200	03	02	Depósitos en cuentas overnight
242000390	24200	03	90	Otros
243000000	24300	00	00	Obligaciones por pactos de retrocompra y préstamos de valores
243000100	24300	01	00	Operaciones con bancos del país
243000101	24300	01	01	Contratos de retrocompra con otros bancos
243000102	24300	01	02	Contratos de retrocompra con Banco Central de Chile
243000103	24300	01	03	Obligaciones por préstamos de valores
243000200	24300	02	00	Operaciones con bancos del exterior
243000201	24300	02	01	Contratos de retrocompra con otros bancos
243000202	24300	02	02	Contratos de retrocompra con Bancos Centrales del exterior
243000203	24300	02	03	Obligaciones por préstamos de valores
243000300	24300	03	00	Operaciones con otras entidades en el país
243000301	24300	03	01	Contratos de retrocompra
243000302	24300	03	02	Obligaciones por préstamos de valores
243000400	24300	04	00	Operaciones con otras entidades en el exterior
243000401	24300	04	01	Contratos de retrocompra
243000402	24300	04	02	Obligaciones por préstamos de valores
244000000	24400	00	00	Obligaciones con bancos
244250000	24425	00	00	Bancos del país
244250100	24425	01	00	Financiamientos de comercio exterior
244250101	24425	01	01	Financiamientos para exportaciones chilenas
244250102	24425	01	02	Financiamientos para importaciones chilenas
244250103	24425	01	03	Obligaciones por operaciones entre terceros países
244250200	24425	02	00	Préstamos y otras obligaciones
244250201	24425	02	01	Préstamos interbancarios de liquidez
244250202	24425	02	02	Préstamos interbancarios comerciales
244250203	24425	02	03	Sobregiros en cuentas corrientes
244250204	24425	02	04	Depósitos a plazo no transferibles
244250209	24425	02	09	Otras obligaciones
244500000	24450	00	00	Bancos del exterior
244500100	24450	01	00	Financiamientos de comercio exterior
244500101	24450	01	01	Financiamientos para exportaciones chilenas
244500102	24450	01	02	Financiamientos para importaciones chilenas
244500103	24450	01	03	Obligaciones por operaciones entre terceros países
244500200	24450	02	00	Préstamos y otras obligaciones
244500201	24450	02	01	Préstamos interbancarios de liquidez
244500202	24450	02	02	Préstamos interbancarios comerciales
244500203	24450	02	03	Sobregiros en cuentas corrientes
244500204	24450	02	04	Depósitos a plazo no transferibles
244500209	24450	02	09	Otras obligaciones
244700000	24470	00	00	Banco Central de Chile
244700100	24470	01	00	Préstamos y otras obligaciones
244700200	24470	02	00	Líneas de crédito por reprogramación de deudas
244900000	24490	00	00	Bancos Centrales del exterior
244900100	24490	01	00	Préstamos y otras obligaciones
244900200	24490	02	00	Líneas de crédito por reprogramación de deudas
245000000	24500	00	00	Instrumentos financieros de deuda emitidos
245000100	24500	01	00	Letras de Créditos
245000101	24500	01	01	Letras de crédito para vivienda
245000102	24500	01	02	Letras de crédito para fines generales
245000200	24500	02	00	Bonos
245000201	24500	02	01	Bonos corrientes
245000203	24500	02	03	Bonos hipotecarios
246000000	24600	00	00	Otras obligaciones financieras
246000100	24600	01	00	Otras obligaciones financieras con el sector público
246000101	24600	01	01	Financiamientos de CORFO
246000102	24600	01	02	Obligaciones con otros organismos gubernamentales
246000200	24600	02	00	Otras obligaciones financieras en el país
246000201	24600	02	01	Adeudado a establecimientos afiliados por el uso de tarjetas de crédito
246000202	24600	02	02	Adeudado a establecimientos afiliados por el uso de tarjetas de pago con provisión de fondos de tarjetas nominativas
246000203	24600	02	03	Adeudado a establecimientos afiliados por el uso de tarjetas de pago con provisión de fondos de tarjetas innominadas
246000204	24600	02	04	Adeudado a operadoras por servicios de operación de tarjetas de débito y crédito
246000205	24600	02	05	Adeudado a operadoras por servicios de operación de tarjetas de pago con provisión de fondos nominativas
246000206	24600	02	06	Adeudado a operadoras por servicios de operación de tarjetas de pago con provisión de fondos innominadas
246000207	24600	02	07	Adeudado al licenciante de marcas de tarjetas (débito, crédito, pago con provisión de fondos)
246000208	24600	02	08	Obligaciones a favor de exportadores chilenos
246000290	24600	02	90	Otros créditos obtenidos en el país
246000300	24600	03	00	Otras obligaciones financieras con el exterior
246000301	24600	03	01	Adeudado a establecimientos afiliados por el uso de tarjetas
246000302	24600	03	02	Adeudado a operadores por servicios de operación de tarjetas (débito, crédito, pago con provisión de fondos)
246000303	24600	03	03	Adeudado al licenciante de marcas de tarjetas (débito, crédito, pago con provisión de fondos)
246000304	24600	03	04	Obligaciones a favor de exportadores extranjeros
246000305	24600	03	05	Adeudado a organismos internacionales
246000390	24600	03	90	Otros créditos obtenidos en el exterior
250000000	25000	00	00	OBLIGACIONES POR CONTRATOS DE ARRENDAMIENTO
255000000	25500	00	00	INSTRUMENTOS FINANCIEROS DE CAPITAL REGULATORIO EMITIDOS
255000100	25500	01	00	Bonos subordinados
255000101	25500	01	01	Bonos subordinados con reconocimiento transitorio
255000102	25500	01	02	Bonos subordinados
255000200	25500	02	00	Bonos sin plazo fijo de vencimiento
255000300	25500	03	00	Acciones preferentes
260000000	26000	00	00	PROVISIONES POR CONTINGENCIAS
260000100	26000	01	00	Provisiones por obligaciones de beneficios a empleados
260000101	26000	01	01	Provisión beneficios a empleados de corto plazo
260000102	26000	01	02	Provisión beneficios a empleados post-empleo
260000103	26000	01	03	Provisión beneficios a empleados de largo plazo
260000104	26000	01	04	Provisión beneficios a empleados por término de contrato laboral
260000105	26000	01	05	Provisión pagos a empleados basados en acciones o instrumentos de patrimonio
260000106	26000	01	06	Provisión obligaciones por planes post-empleo de contribución definida
260000107	26000	01	07	Provisión obligaciones por planes post-empleo de beneficios definidos
260000109	26000	01	09	Provisión de otras obligaciones del personal
260000200	26000	02	00	Provisiones de una sucursal bancaria extranjera para remesas de 	utilidades a su casa matriz
260000300	26000	03	00	Provisiones por planes de reestructuración
260000400	26000	04	00	Provisiones por juicios y litigios
260000500	26000	05	00	Provisiones por obligaciones de programas de fidelización y méritos para clientes
260000600	26000	06	00	Provisiones por riesgo operacional
260000900	26000	09	00	Otras provisiones por otras contingencias
265000000	26500	00	00	PROVISIONES PARA DIVIDENDOS, PAGO DE INTERESES Y REAPRECIACIÓN DE INSTRUMENTOS FINANCIEROS DE CAPITAL REGULATORIO EMITIDOS
265000100	26500	01	00	Provisiones para dividendos
265000101	26500	01	01	Provisión para pago de dividendos de acciones comunes
265000102	26500	01	02	Provisión para pago de dividendos de acciones preferentes
265000200	26500	02	00	Provisión para pago de intereses de bonos sin plazo fijo de vencimiento
265000300	26500	03	00	Provisión para reapreciación de bonos sin plazo fijo de vencimiento
270000000	27000	00	00	PROVISIONES ESPECIALES POR RIESGO DE CRÉDITO
271000000	27100	00	00	Provisiones por riesgo de crédito para créditos contingentes
271000100	27100	01	00	Avales y fianzas
271000200	27100	02	00	Cartas de crédito de operaciones de circulación de mercancías
271000400	27100	04	00	Transacciones relacionadas con eventos contingentes
271000500	27100	05	00	Líneas de crédito de libre disposición
271000501	27100	05	01	Saldo disponible de línea de crédito y de sobregiro pactado en cuenta corriente  cartera comercial
271000502	27100	05	02	Saldo disponible de línea de crédito en tarjeta de crédito  cartera comercial
271000503	27100	05	03	Saldo disponible de línea de crédito y de sobregiro pactado en cuenta corriente  cartera consumo
271000504	27100	05	04	Saldo disponible de línea de crédito en tarjeta de crédito  cartera consumo
271000505	27100	05	05	Saldo disponible de línea de crédito y de sobregiro pactado en cuenta corriente  cartera adeudado por bancos
271000600	27100	06	00	Otros compromisos de crédito
271000601	27100	06	01	Créditos para estudios superiores ley N° 20.027 (CAE)
271000602	27100	06	02	Otros compromisos de crédito irrevocables
271000700	27100	07	00	Líneas de crédito de libre disposición de cancelación inmediata
271000701	27100	07	01	Saldo disponible de línea de crédito y de sobregiro pactado en cuenta corriente  cartera comercial
271000702	27100	07	02	Saldo disponible de línea de crédito en tarjeta de crédito  cartera comercial
271000703	27100	07	03	Saldo disponible de línea de crédito y de sobregiro pactado en cuenta corriente  cartera consumo
271000704	27100	07	04	Saldo disponible de línea de crédito en tarjeta de crédito  cartera consumo
271000705	27100	07	05	Saldo disponible de línea de crédito y de sobregiro pactado en cuenta corriente  cartera adeudado por bancos
271000800	27100	08	00	Compromisos de compra de deuda en moneda local en el exterior
271000900	27100	09	00	Otros créditos contingentes
272000000	27200	00	00	Provisiones por riesgo país para operaciones con deudores domiciliados en el exterior
273000000	27300	00	00	Provisiones especiales para créditos al exterior
274000000	27400	00	00	Provisiones adicionales para colocaciones
274000100	27400	01	00	Provisiones adicionales colocaciones comerciales
274000200	27400	02	00	Provisiones adicionales colocaciones para vivienda
274000300	27400	03	00	Provisiones adicionales colocaciones de consumo
275000000	27500	00	00	Provisiones por ajustes a provisión mínima exigida para cartera normal con evaluación individual
275000100	27500	01	00	Ajuste a provisión mínima adeudado por bancos en el país
275000200	27500	02	00	Ajuste a provisión mínima colocaciones comerciales en el país
275000300	27500	03	00	Ajuste a provisión mínima créditos contingentes en el país
275000400	27500	04	00	Ajuste a provisión mínima adeudado por bancos en el exterior
275000500	27500	05	00	Ajuste a provisión mínima colocaciones comerciales en el exterior
275000600	27500	06	00	Ajuste a provisión mínima créditos contingentes en el exterior
279000000	27900	00	00	Provisiones constituidas por riesgo de crédito a raíz de exigencias prudenciales complementarias
279000100	27900	01	00	Provisiones colocaciones comerciales
279000200	27900	02	00	Provisiones colocaciones para vivienda
279000300	27900	03	00	Provisiones colocaciones de consumo
280000000	28000	00	00	IMPUESTOS CORRIENTES
285000000	28500	00	00	IMPUESTOS DIFERIDOS
290000000	29000	00	00	OTROS PASIVOS
290000100	29000	01	00	Garantías en efectivo recibidas por operaciones financieras de derivados
290000101	29000	01	01	Garantías en efectivo recibidas por operaciones financieras de derivados con una entidad de contraparte central en el país
290000102	29000	01	02	Garantías en efectivo recibidas por operaciones financieras de derivados con una entidad de contraparte central en el exterior
290000103	29000	01	03	Garantías en efectivo recibidas por operaciones financieras de derivados con otras contrapartes en el país
290000104	29000	01	04	Garantías en efectivo recibidas por operaciones financieras de derivados con otras contrapartes en el exterior
290000200	29000	02	00	Acreedores por intermediación de instrumentos financieros
290000201	29000	02	01	Acreedores por intermediación de operaciones a término
290000202	29000	02	02	Acreedores por intermediación de operaciones a plazo (simultaneas)
290000203	29000	02	03	Otras cuentas por pagar por intermediación de instrumentos financieros
290000300	29000	03	00	Cuentas por pagar a terceros
290000301	29000	03	01	Cuentas por pagar por obligaciones de beneficios a empleados
290000302	29000	03	02	Cuentas por pagar por cotizaciones previsionales e impuestos de los empleados.
290000303	29000	03	03	Cuentas por pagar a sociedades con influencia significativa o negocio conjunto por servicios recibidos
290000304	29000	03	04	Cuentas por pagar a otras sociedades con participación minoritaria por servicios recibidos
290000305	29000	03	05	Cuentas por pagar a Tesorería General de la República y otros organismos fiscales
290000306	29000	03	06	Cuentas por pagar relacionado con préstamos estudiantiles
290000307	29000	03	07	Cuentas por pagar relacionado con préstamos de leasing financiero
290000308	29000	03	08	Provisiones para gastos pendientes de pago
290000309	29000	03	09	Saldo de precio y otras obligaciones por pagar respecto de adquisición de bienes para ceder en leasing financiero como arrendador
290000390	29000	03	90	Otras cuentas y documentos por pagar a terceros
290000400	29000	04	00	Cuentas por pagar por parte de filiales bancarias (aplica solo a nivel individual de la filial bancaria)
290000500	29000	05	00	Dividendos acordados por pagar
290000501	29000	05	01	Dividendos acordados por pagar de acciones comunes
290000502	29000	05	02	Dividendos acordados por pagar de acciones preferentes
290000700	29000	07	00	Ajustes de valorización por macrocoberturas
290000800	29000	08	00	Pasivo por ingresos de actividades habituales procedentes de contratos con clientes
290000801	29000	08	01	Ingresos diferidos por programas de fidelización y méritos para clientes
290000802	29000	08	02	Ingresos diferidos por comisiones de intermediación de seguros no devengadas
290000803	29000	08	03	Ingresos diferidos por comisiones de recaudación de primas de seguros no devengadas
290000809	29000	08	09	Otros ingresos diferidos por percibidos de adelantado
290000900	29000	09	00	IVA débito fiscal por pagar
290001000	29000	10	00	Otras garantías en efectivo recibidas
290001100	29000	11	00	Operaciones pendientes
290001200	29000	12	00	Otros Pasivos
295000000	29500	00	00	PASIVOS INCLUIDOS EN GRUPOS ENAJENABLES PARA LA VENTA
300000000	30000	00	00	PATRIMONIO
310000000	31000	00	00	CAPITAL
311000000	31100	00	00	Capital pagado
311000100	31100	01	00	Acciones comunes suscritas y pagadas
311000200	31100	02	00	Acciones comunes emitidas con liberación de pago por capitalización
311000300	31100	03	00	Acciones comunes por conversión de bonos subordinados
311000400	31100	04	00	Acciones comunes por conversión de bonos sin plazo fijo de vencimiento
311000500	31100	05	00	Acciones comunes por conversión de acciones preferentes
311000600	31100	06	00	Adiciones del capital pagado por capitalización sin emisión de acciones comunes liberadas de pago
312000000	31200	00	00	Sobreprecio pagado por acciones
313000000	31300	00	00	Adquisición de acciones de propia emisión
320000000	32000	00	00	RESERVAS
320000100	32000	01	00	Reservas no provenientes de utilidades
320000200	32000	02	00	Reservas provenientes de utilidades
320000300	32000	03	00	Reservas por depreciación de bonos sin plazo fijo de vencimiento
320000400	32000	04	00	Reservas por caducidad de bonos sin plazo fijo de vencimiento
330000000	33000	00	00	OTRO RESULTADO INTEGRAL ACUMULADO
331000000	33100	00	00	Elementos que no se reclasificarán en resultados
331000100	33100	01	00	Nuevas mediciones del pasivo (activo) por beneficios definidos neto y resultados actuariales por otros planes de beneficios al personal
331000200	33100	02	00	Cambios netos del valor razonable de instrumentos de patrimonio designados a valor razonable con cambios en otro resultado integral
331000201	33100	02	01	Cambios acumulados del valor razonable de instrumentos de patrimonio designados a valor razonable con cambios en otro resultado integral
331000202	33100	02	02	Resultado por venta de participaciones en instrumentos de patrimonio (acciones) por inversiones minoritarias en sociedades en el país.
331000203	33100	02	03	Resultado por venta de participaciones en instrumentos de patrimonio (acciones) por inversiones minoritarias en sociedades en el exterior.
331000209	33100	02	09	Otros
331000300	33100	03	00	Cambios del valor razonable de pasivos financieros designados a valor razonable con cambios en resultados atribuibles a cambios en el riesgo de crédito del pasivo financiero
331000400	33100	04	00	Participación en otro resultado integral de entidades registradas según el método de participación
331000500	33100	05	00	Activos no corrientes y grupos enajenables para la venta
331000900	33100	09	00	Otros
332000000	33200	00	00	Elementos que pueden reclasificarse en resultados
332000100	33200	01	00	Cambios del valor razonable de activos financieros a valor razonable con cambios en otro resultado integral
332000200	33200	02	00	Diferencias de conversión por entidades en el exterior
332000300	33200	03	00	Cobertura contable de inversiones netas en entidades en el exterior
332000400	33200	04	00	Cobertura contable de flujo de efectivo
332000500	33200	05	00	Elementos no designados de instrumentos de cobertura contable
332000600	33200	06	00	Participación en otro resultado integral de entidades registradas según el método de participación
332000700	33200	07	00	Activos no corrientes y grupos enajenables para la venta
332000900	33200	09	00	Otros
340000000	34000	00	00	UTILIDADES (PÉRDIDAS) ACUMULADAS DE EJERCICIOS ANTERIORES
340000100	34000	01	00	Utilidades (pérdidas) acumuladas de ejercicios anteriores
340000200	34000	02	00	Utilidad del ejercicio anterior por asignar
350000000	35000	00	00	UTILIDAD (PÉRDIDA) DEL EJERCICIO
360000000	36000	00	00	PROVISIONES PARA DIVIDENDOS, PAGO DE INTERESES Y REAPRECIACIÓN DE INSTRUMENTOS FINANCIEROS DE CAPITAL REGULATORIO EMITIDOS
360000100	36000	01	00	Provisiones para dividendos
360000101	36000	01	01	Provisión para pago de dividendos de acciones comunes
360000102	36000	01	02	Provisión para pago de dividendos de acciones preferentes
360000200	36000	02	00	Provisión para pago de intereses de bonos sin plazo fijo de vencimiento
360000300	36000	03	00	Provisión para reapreciación de bonos sin plazo fijo de vencimiento
365000000	36500	00	00	PROVISIONES DE UNA SUCURSAL BANCARIA EXTRANJERA PARA REMESAS DE UTILIDADES A SU CASA MATRIZ
380000000	38000	00	00	PATRIMONIO DE LOS PROPIETARIOS
390000000	39000	00	00	DEL INTERES NO CONTROLADOR
510000000	51000	00	00	TOTAL PASIVOS Y PATRIMONIO
