CUENTA	RUBRO	LINEA	ITEM	GLOSA
416380206	41638	02	06	Adeudado a operadores por servicios de operación de tarjetas de pago con provisión de fondos innominadas
416380207	41638	02	07	Adeudado a licenciante de marcas de tarjetas (débito, crédito, pago con provisión de fondos)
416380208	41638	02	08	Obligaciones a favor de exportadores chilenos
416380290	41638	02	90	Otros créditos obtenidos en el país
416380300	41638	03	00	Obligaciones con el exterior
416380301	41638	03	01	Adeudado a establecimientos afiliados por el uso de tarjetas
416380302	41638	03	02	Adeudado a operadores por servicios de operación de tarjetas (débito, crédito, pago con provisión de fondos)
416380303	41638	03	03	Adeudado a licenciante de marcas de tarjetas (débito, crédito, pago con provisión de fondos)
416380304	41638	03	04	Obligaciones a favor de exportadores extranjeros
416380305	41638	03	05	Adeudado a organismos internacionales
416380306	41638	03	06	Otros créditos obtenidos en el exterior
416500000	41650	00	00	INSTRUMENTOS FINANCIEROS DE CAPITAL REGULATORIO EMITIDOS
416500100	41650	01	00	Bonos subordinados
416500200	41650	02	00	Bonos sin plazo fijo de vencimiento
416800000	41680	00	00	RESULTADO DE COBERTURAS CONTABLES DEL RIESGO POR REAJUSTES DE LA U.F., IVP, IPC
416800100	41680	01	00	Utilidad por contratos de derivados financieros para cobertura contable
416800200	41680	02	00	Pérdida por contratos de derivados financieros para cobertura contable
416800300	41680	03	00	Resultados por ajuste de pasivos financieros cubiertos
525000000	52500	00	00	INGRESO NETO POR REAJUSTES DE LA U.F., IVP, IPC
420000000	42000	00	00	INGRESOS POR COMISIONES Y SERVICIOS PRESTADOS
422150100	42215	01	00	Comisiones por prepago de créditos
422150101	42215	01	01	Créditos otorgados a bancos
422150102	42215	01	02	Créditos comerciales
422150103	42215	01	03	Créditos para vivienda
422150104	42215	01	04	Créditos de consumo
422180100	42218	01	00	Comisiones de préstamos con letras de crédito
422180101	42218	01	01	Comisiones de préstamos con letras de crédito para vivienda
422180102	42218	01	02	Comisiones de préstamos con letras de crédito para fines generales
422250100	42225	01	00	Comisiones por líneas de crédito y sobregiros en cuenta corriente
422250101	42225	01	01	Líneas de crédito
422250102	42225	01	02	Sobregiros pactados
422280100	42228	01	00	Comisiones por avales y cartas de crédito
422280101	42228	01	01	Cartas de crédito de operaciones de circulación de mercancías
422280102	42228	01	02	Avales y fianzas
422280103	42228	01	03	Cartas de crédito stand-by
422280104	42228	01	04	Boletas de garantía enteradas con pagaré u otro título de crédito a favor del banco
422280105	42228	01	05	Boletas de garantía enteradas con depósito en dinero
422280190	42228	01	90	Otros
422350100	42235	01	00	Comisiones por servicios de tarjetas
422350101	42235	01	01	Tarjetas de cajeros automáticos
422350102	42235	01	02	Tarjetas de crédito - comisiones de titulares
422350103	42235	01	03	Tarjetas de crédito - comisiones de establecimientos
422350104	42235	01	04	Tarjetas de débito - comisiones de titulares
422350105	42235	01	05	Tarjetas de débito - comisiones de establecimientos
422350106	42235	01	06	Tarjetas de pago con provisión de fondos para tarjetas nominativas  comisiones de titulares
422350107	42235	01	07	Tarjetas de pago con provisión de fondos para tarjetas innominadas  comisiones de titulares
422350108	42235	01	08	Tarjetas de pago con provisión de fondos para tarjetas nominativas  comisiones de establecimientos
422350109	42235	01	09	Tarjetas de pago con provisión de fondos para tarjetas innominadas  comisiones de establecimientos
422350190	42235	01	90	Otras tarjetas
422380100	42238	01	00	Comisiones por administración de cuentas
422380101	42238	01	01	Cuentas corrientes a personas naturales
422380102	42238	01	02	Cuentas corrientes a personas jurídicas
422380103	42238	01	03	Cuentas de ahorro a la vista
422380104	42238	01	04	Cuentas a la vista
422380105	42238	01	05	Cuentas de tarjetas de pago con provisión de fondos  tarjetas nominativas
422380106	42238	01	06	Cuentas de tarjetas de pago con provisión de fondos - tarjetas innominadas
422380107	42238	01	07	Cuentas de ahorro a plazo (con giro diferido e incondicional)
422380190	42238	01	90	Otras cuentas
422450100	42245	01	00	Comisiones por cobranzas, recaudaciones y pagos
422450101	42245	01	01	Cobranza de títulos de crédito de clientes
422450102	42245	01	02	Cobranzas por cuenta de bancos extranjeros
422450103	42245	01	03	Transferencias, giros y otras órdenes de pago
422450104	42245	01	04	Convenios de pago de remuneraciones
422450105	42245	01	05	Convenios de pago a proveedores
422450106	42245	01	06	Recaudaciones de impuestos
422450107	42245	01	07	Cobranza o recaudación de primas de seguros
422450108	42245	01	08	Recaudaciones de pagos de servicios
422450190	42245	01	90	Otros
422480100	42248	01	00	Comisiones por intermediación y manejo de valores (Corredores de Bolsa y/o Agencia de Valores)
422480101	42248	01	01	Intermediación de valores
422480102	42248	01	02	Administración de carteras de clientes
422480103	42248	01	03	Custodia de valores
422480190	42248	01	90	Otras comisiones por servicios de valores
422550100	42255	01	00	Remuneraciones por administración de fondos mutuos, fondos de inversión u otros
422550101	42255	01	01	Personas naturales por APV, APVC.
422550102	42255	01	02	Personas naturales por otros productos
422550103	42255	01	03	Personas jurídicas por inversionistas calificados
422550104	42255	01	04	Personas jurídicas por otro tipo de inversionistas
422580000	42258	00	00	Remuneraciones por intermediación y asesoría de seguros
422580100	42258	01	00	Seguros relacionados con otorgamiento de créditos a personas naturales
422580101	42258	01	01	Seguros asociados a colocaciones de consumo
422580102	42258	01	02	Seguros asociados a colocaciones para vivienda
422580200	42258	02	00	Seguros no relacionados con otorgamiento de créditos a personas naturales
422580300	42258	03	00	Seguros relacionados con otorgamiento de créditos a personas jurídicas
422580400	42258	04	00	Seguros no relacionados con otorgamiento de créditos a personas jurídicas
422650100	42265	01	00	Comisiones por servicios de operaciones de factoraje
422680100	42268	01	00	Comisiones por servicios de operaciones de leasing financiero
422750100	42275	01	00	Comisiones por securitizaciones
422780100	42278	01	00	Comisiones por asesorías financieras
422780101	42278	01	01	Emisión y colocación de instrumentos financieros (acciones, bonos, cuotas de Fondos Mutuos, cuotas de Fondos de Inversión, otros)
422780102	42278	01	02	Reestructuración y financiamiento de pasivos financieros
422780103	42278	01	03	Compra y venta de empresas
422780190	42278	01	90	Otros servicios de asesoría financiera
422850100	42285	01	00	Otras comisiones ganadas
422850101	42285	01	01	Cambio de moneda extranjera
422850102	42285	01	02	Emisión de vales vista
422850103	42285	01	03	Emisión de boletas de garantía
422850104	42285	01	04	Comisiones de confianza
422850105	42285	01	05	Operaciones de comercio exterior
422850106	42285	01	06	Administración de créditos estudiantiles
422850190	42285	01	90	Otras remuneraciones por servicios prestados
425000000	42500	00	00	GASTOS POR COMISIONES Y SERVICIOS RECIBIDOS
425150100	42515	01	00	Comisiones por operación de tarjetas
425150101	42515	01	01	Tarjetas de cajeros automáticos
425150102	42515	01	02	Tarjetas de crédito
425150103	42515	01	03	Tarjetas de débito
425150104	42515	01	04	Tarjetas de pago con provisión de fondos - tarjetas nominativas
425150105	42515	01	05	Tarjetas de pago con provisión de fondos - tarjetas innominadas
425150190	42515	01	90	Otras tarjetas
425180100	42518	01	00	Comisiones por licencia de uso de marcas de tarjetas
425180101	42518	01	01	Tarjetas de crédito
425180102	42518	01	02	Tarjetas de débito
425180103	42518	01	03	Tarjetas de pago con provisión de fondos - tarjetas nominativas
425180104	42518	01	04	Tarjetas de pago con provisión de fondos - tarjetas innominadas
425180190	42518	01	90	Otras tarjetas
425250100	42525	01	00	Otras comisiones por servicios vinculados al sistema de tarjetas de crédito y tarjetas de pago con provisión de fondos como medio de pago
425280100	42528	01	00	Gastos por obligaciones de programas de fidelización y méritos para clientes por tarjetas
425280101	42528	01	01	Tarjetas de cajeros automáticos
425280102	42528	01	02	Tarjetas de crédito
425280103	42528	01	03	Tarjetas de débito
425280104	42528	01	04	Tarjetas de pago con provisión de fondos - tarjetas nominativas
425280105	42528	01	05	Tarjetas de pago con provisión de fondos - tarjetas innominadas
425280109	42528	01	09	Otras tarjetas
425280190	42528	01	90	Otros canales o productos
425350100	42535	01	00	Comisiones por operación con valores
425350101	42535	01	01	Comisiones por depósito y custodia de valores
425350102	42535	01	02	Comisiones por corretajes de valores
425350103	42535	01	03	Comisiones por inversiones en fondos mutuos
425350104	42535	01	04	Comisiones a bolsas de valores
425350105	42535	01	05	Comisiones por una contraparte central
425350106	42535	01	06	Comisiones por servicios de Infraestructura de Mercado OTC
425350190	42535	01	90	Otras
425380100	42538	01	00	Otras comisiones por servicios recibidos
425380101	42538	01	01	Comisiones por garantías y avales de obligaciones del banco
425380102	42538	01	02	Comisiones por operaciones de comercio exterior
425380103	42538	01	03	Comisiones por bancos corresponsales del país y del exterior
425380104	42538	01	04	Comisiones por cajeros automáticos
425380105	42538	01	05	Comisiones por servicios de transferencias electrónicas de fondos
425380106	42538	01	06	Comisiones por compensación de pagos de alto valor
425380190	42538	01	90	Otras
530000000	53000	00	00	INGRESO NETO POR COMISIONES
431000000	43100	00	00	RESULTADO POR ACTIVOS FINANCIEROS PARA NEGOCIAR A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS
431150100	43115	01	00	Contratos de derivados financieros
431150101	43115	01	01	Utilidad por valorización
431150102	43115	01	02	Pérdida por valorización
431180100	43118	01	00	Instrumentos financieros de deuda
431180101	43118	01	01	Utilidad por valorización
431180102	43118	01	02	Pérdida por valorización
431180103	43118	01	03	Utilidad por venta
431180104	43118	01	04	Pérdida por venta
431180105	43118	01	05	Ingresos por intereses
431180106	43118	01	06	Ingresos por reajustes
431250000	43125	00	00	Otros instrumentos financieros
431250100	43125	01	00	Inversiones en Fondos Mutuos
431250101	43125	01	01	Utilidad por valorización
431250102	43125	01	02	Pérdida por valorización
431250103	43125	01	03	Utilidad por venta
431250104	43125	01	04	Pérdida por venta
431250200	43125	02	00	Instrumentos de patrimonio
431250201	43125	02	01	Utilidad por valorización
431250202	43125	02	02	Pérdida por valorización
431250203	43125	02	03	Utilidad por venta
431250204	43125	02	04	Pérdida por venta
431250205	43125	02	05	Ingresos por dividendos
431250300	43125	03	00	Créditos originados y adquiridos por la entidad (Adeudado por bancos, Colocaciones comerciales, Colocaciones para vivienda y Colocaciones de consumo)
431250301	43125	03	01	Utilidad por valorización
431250302	43125	03	02	Pérdida por valorización
431250303	43125	03	03	Utilidad por venta
431250304	43125	03	04	Pérdida por venta
431250305	43125	03	05	Ingresos por intereses
431250306	43125	03	06	Ingresos por reajustes
431250900	43125	09	00	Otros
431250901	43125	09	01	Utilidad por valorización
431250902	43125	09	02	Pérdida por valorización
431250903	43125	09	03	Utilidad por venta
431250904	43125	09	04	Pérdida por venta
431250905	43125	09	05	Ingresos por intereses
431250906	43125	09	06	Ingresos por reajustes
431500000	43150	00	00	RESULTADO FINANCIERO POR PASIVOS FINANCIEROS PARA NEGOCIAR A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS
431650100	43165	01	00	Contratos de derivados financieros
431650101	43165	01	01	Utilidad por valorización
431650102	43165	01	02	Pérdida por valorización
431750100	43175	01	00	Otros instrumentos financieros
431750101	43175	01	01	Utilidad por valorización
431750102	43175	01	02	Pérdida por valorización
431750103	43175	01	03	Utilidad por venta
431750104	43175	01	04	Pérdida por venta
431750105	43175	01	05	Gastos por intereses
431750106	43175	01	06	Gastos por reajustes
431800000	43180	00	00	RESULTADO FINANCIERO POR ACTIVOS FINANCIEROS NO DESTINADOS A NEGOCIACIÓN VALORADOS OBLIGATORIAMENTE A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS
431800100	43180	01	00	Instrumentos financieros de deuda
431800101	43180	01	01	Utilidad por valorización
431800102	43180	01	02	Pérdida por valorización
431800103	43180	01	03	Utilidad por venta
431800104	43180	01	04	Pérdida por venta
431800105	43180	01	05	Ingresos por intereses
431800106	43180	01	06	Ingresos por reajustes
431800900	43180	09	00	Otros
431800901	43180	09	01	Utilidad por valorización
431800902	43180	09	02	Pérdida por valorización
431800903	43180	09	03	Utilidad por venta
431800904	43180	09	04	Pérdida por venta
431800905	43180	09	05	Ingresos por intereses
431800906	43180	09	06	Ingresos por reajustes
431850000	43185	00	00	RESULTADO FINANCIERO POR ACTIVOS FINANCIEROS DESIGNADOS A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS
431850100	43185	01	00	Instrumentos financieros de deuda
431850101	43185	01	01	Utilidad por valorización
431850102	43185	01	02	Pérdida por valorización
431850103	43185	01	03	Utilidad por venta
431850104	43185	01	04	Pérdida por venta
431850105	43185	01	05	Ingresos por intereses
431850106	43185	01	06	Ingresos por reajustes
431850200	43185	02	00	Otros instrumentos financieros
431850210	43185	02	10	Créditos originados y adquiridos por la entidad (Adeudado por bancos, Colocaciones comerciales, Colocaciones para vivienda y Colocaciones de consumo)
431850211	43185	02	11	Utilidad por valorización
431850212	43185	02	12	Pérdida por valorización
431850213	43185	02	13	Utilidad por venta
431850214	43185	02	14	Pérdida por venta
431850215	43185	02	15	Ingresos por intereses
431850216	43185	02	16	Ingresos por reajustes
431850220	43185	02	20	Otros
431850221	43185	02	21	Utilidad por valorización
431850222	43185	02	22	Pérdida por valorización
431850223	43185	02	23	Utilidad por venta
431850224	43185	02	24	Pérdida por venta
431850225	43185	02	25	Ingresos por intereses
431850226	43185	02	26	Ingresos por reajustes
431900000	43190	00	00	RESULTADO FINANCIERO POR PASIVOS FINANCIEROS DESIGNADOS A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS
431900100	43190	01	00	Depósitos, otras obligaciones a la vista y Depósitos y otras captaciones a plazo
431900101	43190	01	01	Utilidad por valorización
431900102	43190	01	02	Pérdida por valorización
431900103	43190	01	03	Utilidad por venta
431900104	43190	01	04	Pérdida por venta
431900105	43190	01	05	Gastos por intereses
431900106	43190	01	06	Gastos por reajustes
431900200	43190	02	00	Instrumentos de deuda emitidos
431900201	43190	02	01	Utilidad por valorización
431900202	43190	02	02	Pérdida por valorización
431900203	43190	02	03	Utilidad por venta
431900204	43190	02	04	Pérdida por venta
431900205	43190	02	05	Gastos por intereses
431900206	43190	02	06	Gastos por reajustes
431900300	43190	03	00	Otros
431900301	43190	03	01	Utilidad por valorización
431900302	43190	03	02	Pérdida por valorización
431900303	43190	03	03	Utilidad por venta
431900304	43190	03	04	Pérdida por venta
431900305	43190	03	05	Gastos por intereses
431900306	43190	03	06	Gastos por reajustes
432000000	43200	00	00	RESULTADO FINANCIERO POR DAR DE BAJA ACTIVOS Y PASIVOS FINANCIEROS  A COSTO AMORTIZADO Y ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN OTRO RESULTADO INTEGRAL
432200000	43220	00	00	Activos financieros a costo amortizado
432200100	43220	01	00	Derechos por pactos de retroventa y préstamos de valores
432200200	43220	02	00	Instrumentos financieros de deuda
432200300	43220	03	00	Adeudado por bancos
432200400	43220	04	00	Créditos y cuentas por cobrar a clientes - Colocaciones comerciales
432200500	43220	05	00	Créditos y cuentas por cobrar a clientes - Colocaciones para vivienda
432200600	43220	06	00	Créditos y cuentas por cobrar a clientes - Colocaciones de consumo
432300700	43230	07	00	Otros instrumentos financieros
432400000	43240	00	00	Activos financieros a valor razonable con cambios en otro resultado integral
432400100	43240	01	00	Derechos por pactos de retroventa y préstamos de valores
432400200	43240	02	00	Instrumentos financieros de deuda
432400300	43240	03	00	Adeudado por bancos
432400400	43240	04	00	Créditos y cuentas por cobrar a clientes - Colocaciones comerciales
432400500	43240	05	00	Créditos y cuentas por cobrar a clientes - Colocaciones para vivienda
432400600	43240	06	00	Créditos y cuentas por cobrar a clientes - Colocaciones de consumo
432400700	43240	07	00	Otros instrumentos financieros
432600000	43260	00	00	Pasivos financieros a costo amortizado
432600100	43260	01	00	Depósitos y otras obligaciones a la vista
432600200	43260	02	00	Depósitos y otras captaciones a plazo
432600300	43260	03	00	Obligaciones por pactos de retrocompra y préstamos de valores
432600400	43260	04	00	Obligaciones con bancos
432600500	43260	05	00	Instrumentos de deuda emitidos  Letras de créditos
432600600	43260	06	00	Instrumentos de deuda emitidos  Bonos corrientes
432600800	43260	08	00	Instrumentos de deuda emitidos  Bonos hipotecarios
432600900	43260	09	00	Otras obligaciones financieras
432700000	43270	00	00	Instrumentos financieros de capital regulatrio emitidos
432700100	43270	01	00	Bonos sin plazo fijo de vencimiento
432700200	43270	02	00	Acciones Preferentes
433000000	43300	00	00	RESULTADO FINANCIERO POR CAMBIOS, REAJUSTES Y COBERTURA CONTABLE DE MONEDA EXTRANJERA
433100100	43310	01	00	Resultado por cambio de moneda extranjera
433100101	43310	01	01	Resultado de cambio neto  posición de cambios
433100102	43310	01	02	Otros resultados de cambio
433200000	43320	00	00	Resultados por reajustes por tipo de cambio
433210000	43321	00	00	Activos financieros para negociar a valor razonable con cambios en resultados
433210100	43321	01	00	Instrumentos financieros de deuda
433210200	43321	02	00	Otros instrumentos financieros
433220000	43322	00	00	Activos financieros no destinados para negociar obligatoriamente a valor razonable con cambios en resultados
433220100	43322	01	00	Instrumentos financieros de deuda
433220200	43322	02	00	Otros instrumentos financieros
433230000	43323	00	00	Activos financieros designados a valor razonable con cambios en resultados
433230100	43323	01	00	Instrumentos financieros de deuda
433230200	43323	02	00	Otros instrumentos financieros
433240000	43324	00	00	Activos financieros a valor razonable con cambios en otro resultado integral
433240100	43324	01	00	Instrumentos financieros de deuda
433240200	43324	02	00	Otros instrumentos financieros
433250000	43325	00	00	Activos financieros a costo amortizado
433250100	43325	01	00	Derechos por pactos de retroventa y préstamos de valores
433250200	43325	02	00	Instrumentos financieros de deuda
433250300	43325	03	00	Adeudado por bancos
433250301	43325	03	01	Bancos del país
433250302	43325	03	02	Bancos del exterior
433250303	43325	03	03	Banco Central de Chile
433250304	43325	03	04	Bancos Centrales del exterior
433250400	43325	04	00	Colocaciones comerciales
433250410	43325	04	10	Préstamos comerciales
433250411	43325	04	11	Préstamos en el país
433250412	43325	04	12	Préstamos en el exterior
433250413	43325	04	13	Créditos para infraestructura escolar Ley N° 20.845
433250414	43325	04	14	Préstamos con letras de crédito para fines generales
433250415	43325	04	15	Préstamos con mutuos hipotecarios endosables para fines generales
433250416	43325	04	16	Préstamos con mutuos hipotecarios no endosables para fines generales
433250420	43325	04	20	Créditos de comercio exterior
433250421	43325	04	21	Acreditivos negociados a plazo de exportaciones chilenas
433250422	43325	04	22	Otros créditos para exportaciones chilenas
433250423	43325	04	23	Acreditivos negociados a plazo de importaciones chilenas
433250424	43325	04	24	Otros créditos para importaciones chilenas
433250425	43325	04	25	Acreditivos negociados a plazo de operaciones entre terceros países
433250426	43325	04	26	Otros créditos para operaciones entre terceros países
433250430	43325	04	30	Deudores en cuentas corrientes
433250440	43325	04	40	Deudores por tarjetas de crédito
433250450	43325	04	50	Operaciones de factoraje
433250451	43325	04	51	Factoring con responsabilidad
433250452	43325	04	52	Factoring sin responsabilidad
433250460	43325	04	60	Operaciones de leasing financiero comercial
433250461	43325	04	61	Leasing por bienes inmobiliarios
433250462	43325	04	62	Leasing por bienes no inmobiliarios
433250470	43325	04	70	Préstamos estudiantiles
433250480	43325	04	80	Otros créditos y cuentas por cobrar
433250481	43325	04	81	Deudores por pago de obligaciones avaladas
433250482	43325	04	82	Deudores por boletas de garantía pagadas
433250483	43325	04	83	Otras cuentas por cobrar
433250500	43325	05	00	Colocaciones para vivienda
433250600	43325	06	00	Colocaciones de consumo
433260000	43326	00	00	Otros activos
433300000	43330	00	00	Pasivos financieros a costo amortizado
433300100	43330	01	00	Depósitos y otras obligaciones a la vista
433300200	43330	02	00	Depósitos y otras captaciones a plazo
433300300	43330	03	00	Obligaciones por pactos de retrocompra y préstamos de valores
433300400	43330	04	00	Obligaciones con bancos
433300500	43330	05	00	Instrumentos de deuda emitidos
433300600	43330	06	00	Letras de Créditos
433300700	43330	07	00	Bonos corrientes
433300900	43330	09	00	Bonos hipotecarios
433301000	43330	10	00	Otras obligaciones financieras
433310000	43331	00	00	Pasivos financieros para negociar a valor razonable con cambios en resultados
433320000	43332	00	00	Pasivos financieros designados a valor razonable con cambios en resultados
433330000	43333	00	00	Instrumentos financieros de capital regulatorio emitidos
433330100	43333	01	00	Bonos subordinados
433330200	43333	02	00	Bonos sin plazo fijo de vencimiento
433500100	43350	01	00	Resultado neto de derivados en coberturas contables del riesgo por moneda extranjera
433500101	43350	01	01	Utilidad por contratos de derivados financieros para cobertura contable de activos financieros
433500102	43350	01	02	Pérdida por contratos de derivados financieros para cobertura contable de activos financieros
433500103	43350	01	03	Utilidad por contratos de derivados financieros para cobertura contable de pasivos financieros
433500104	43350	01	04	Pérdida por contratos de derivados financieros para cobertura contable de pasivos financieros
434000000	43400	00	00	RESULTADO FINANCIERO POR RECLASIFICACIONES DE ACTIVOS FINANCIEROS POR CAMBIO DE MODELO DE NEGOCIO
434000100	43400	01	00	Desde activos financieros a costo amortizado a activos financieros para negociar a valor razonable con cambios en resultados
434000101	43400	01	01	Adeudado por bancos
434000102	43400	01	02	Créditos y cuentas por cobrar a clientes - Colocaciones comerciales
434000103	43400	01	03	Créditos y cuentas por cobrar a clientes - Colocaciones para vivienda
434000104	43400	01	04	Créditos y cuentas por cobrar a clientes - Colocaciones de consumo
434000109	43400	01	09	Otros instrumentos financieros
434000200	43400	02	00	Desde activos financieros a valor razonable con cambios en otro resultado integral a activos financieros para negociar a valor razonable con cambios en resultados
434000201	43400	02	01	Adeudado por bancos
434000202	43400	02	02	Créditos y cuentas por cobrar a clientes - Colocaciones comerciales
434000203	43400	02	03	Créditos y cuentas por cobrar a clientes - Colocaciones para vivienda
434000204	43400	02	04	Créditos y cuentas por cobrar a clientes - Colocaciones de consumo
434000209	43400	02	09	Otros instrumentos financieros
435200000	43520	00	00	OTRO RESULTADO FINANCIERO POR MODIFICACIONES DE ACTIVOS Y PASIVOS FINANCIEROS
435200100	43520	01	00	Activos financieros a costo amortizado
435200101	43520	01	01	Derechos por pactos de retroventa
435200102	43520	01	02	Instrumentos financieros de deuda
435200103	43520	01	03	Otros instrumentos financieros
435200200	43520	02	00	Activos financieros a valor razonable con cambios en otro resultado integral
435200201	43520	02	01	Instrumentos financieros de deuda
435200202	43520	02	02	Otros instrumentos financieros
435200300	43520	03	00	Pasivos financieros a costo amortizado
435200301	43520	03	01	Depósitos y otras obligaciones a la vista
435200302	43520	03	02	Depósitos y otras captaciones a plazo
435200303	43520	03	03	Obligaciones por pactos de retrocompra y prestamos de valores
435200304	43520	03	04	Obligaciones con bancos
435200305	43520	03	05	Instrumentos de deuda emitidos  Letras de créditos
435200306	43520	03	06	Instrumentos de deuda emitidos  Bonos corrientes
435200308	43520	03	08	Instrumentos de deuda emitidos  Bonos hipotecarios
435200309	43520	03	09	Otras obligaciones financieras
435200400	43520	04	00	Obligaciones por contratos de arrendamiento
435200500	43520	05	00	Instrumentos financieros de capital regulatorio emitidos
435200501	43520	05	01	Bonos subordinados
435200502	43520	05	02	Bonos sin plazo fijo de vencimiento
435200503	43520	05	03	Acciones preferentes
435300000	43530	00	00	OTRO RESULTADO FINANCIERO POR COBERTURAS CONTABLES INEFECTIVAS
435300100	43530	01	00	Resultado por coberturas contables inefectivas de flujo de caja
435300200	43530	02	00	Resultado por coberturas contables inefectivas de inversión neta en el exterior
435400000	43540	00	00	OTRO RESULTADO FINANCIERO POR COBERTURAS CONTABLES DE OTRO TIPO
435400100	43540	01	00	Coberturas de otro tipo de activos financieros
435400101	43540	01	01	Utilidad por instrumentos de cobertura
435400102	43540	01	02	Pérdida por instrumentos de cobertura
435400103	43540	01	03	Resultados por ajuste de activos financieros cubiertos
540000000	54000	00	00	RESULTADO FINANCIERO NETO
440000000	44000	00	00	RESULTADO POR INVERSIONES EN SOCIEDADES
442000100	44200	01	00	Resultado por inversiones en sociedades
442000101	44200	01	01	Sucursales en el exterior
442000102	44200	01	02	Sociedades controladas en el país
442000103	44200	01	03	Sociedades controladas en el exterior
442000104	44200	01	04	Sociedades con influencia significativa en el país
442000105	44200	01	05	Sociedades con influencia significativa en el exterior
442000106	44200	01	06	Inversiones en sociedades como un negocio conjunto en el país
442000107	44200	01	07	Inversiones en sociedades como un negocio conjunto en el exterior
442000108	44200	01	08	Inversiones minoritarias en otras sociedades en el país
442000109	44200	01	09	Inversiones minoritarias en otras sociedades en el exterior
444000100	44400	01	00	Resultado por venta de participaciones en sociedades
444000101	44400	01	01	Sucursales en el exterior
444000102	44400	01	02	Sociedades controladas en el país
444000103	44400	01	03	Sociedades controladas en el exterior
444000104	44400	01	04	Sociedades con influencia significativa en el país
444000105	44400	01	05	Sociedades con influencia significativa en el exterior
444000106	44400	01	06	Inversiones en sociedades como un negocio conjunto en el país
444000107	44400	01	07	Inversiones en sociedades como un negocio conjunto en el exterior
450000000	45000	00	00	RESULTADO DE ACTIVOS NO CORRIENTES Y GRUPOS ENAJENABLES PARA LA VENTA NO ADMISIBLES COMO OPERACIONES DISCONTINUADAS
451000000	45100	00	00	Resultado neto por bienes recibidos en pago o adjudicados en remate judicial
451000100	45100	01	00	Resultado por venta de bienes recibidos en pago o adjudicados en remate judicial
451000101	45100	01	01	Resultado por venta de bienes recibidos en pago o adjudicados en remate judicial con partes relacionadas
451000102	45100	01	02	Resultado por venta de bienes recibidos en pago o adjudicados en remate judicial con terceros no relacionados
451000200	45100	02	00	Otros ingresos por bienes recibidos en pago o adjudicados en remate judicial
451000300	45100	03	00	Provisiones por ajustes al valor realizable neto de bienes recibidos en pago o adjudicados en remate judicial
451000400	45100	04	00	Castigos de bienes recibidos en pago o adjudicados en remate judicial
451000500	45100	05	00	Gastos por mantención de bienes recibidos en pago o adjudicados en remate judicial
452000100	45200	01	00	Activos no corrientes para la venta
452000101	45200	01	01	Inversiones en sociedades
452000102	45200	01	02	Activos intangibles
452000103	45200	01	03	Activos fijos
452000104	45200	01	04	Activos por recuperación de bienes cedidos en operaciones de leasing financiero
452000109	45200	01	09	Otros activos
452000200	45200	02	00	Grupos enajenables para la venta
455000000	45500	00	00	OTROS INGRESOS OPERACIONALES
455000100	45500	01	00	Indemnizaciones de compañías de seguros por siniestros distintos a eventos de riesgo operacional
455000200	45500	02	00	Ingreso neto por propiedades de inversión
455000300	45500	03	00	Ingresos por las marcas de tarjetas emitidas (VISA, MC etc.)
455000400	45500	04	00	Ingresos de bancos corresponsales
455000500	45500	05	00	Ingresos distintos a intereses y comisiones por contratos de arrendamiento
455000600	45500	06	00	Ingresos por recuperación de gastos
455000900	45500	09	00	Otros ingresos
550000000	55000	00	00	TOTAL INGRESOS OPERACIONALES
462000000	46200	00	00	GASTOS POR OBLIGACIONES DE BENEFICIOS A EMPLEADOS
462100100	46210	01	00	Gastos por beneficios a empleados de corto plazo
462100101	46210	01	01	Remuneración
462100102	46210	01	02	Incentivos (bonos de desempeño)
462100103	46210	01	03	Gratificación legal
462100190	46210	01	90	Otros
462200100	46220	01	00	Gastos por beneficios a empleados post-empleo
462300100	46230	01	00	Gastos por beneficios a empleados de largo plazo
462300101	46230	01	01	Remuneración
462300102	46230	01	02	Incentivos (bonos de desempeño)
462300190	46230	01	90	Otros
462400100	46240	01	00	Gastos por beneficios a empleados por término de contrato laboral
462400101	46240	01	01	Indemnizaciones por años de servicios
462400190	46240	01	90	Otros
462500100	46250	01	00	Gastos por pagos a empleados basados en acciones o instrumentos de patrimonio
462500101	46250	01	01	Transacciones con pagos basados en acciones liquidados con instrumentos de patrimonio
462500102	46250	01	02	Transacciones con pagos basados en acciones liquidados en efectivo
462600100	46260	01	00	Gastos por obligaciones por planes post-empleo de contribución definida
462700100	46270	01	00	Gastos por obligaciones por planes post-empleo de beneficios definidos
462800100	46280	01	00	Gastos por otras obligaciones con el personal
462900100	46290	01	00	Otros gastos del personal
462900101	46290	01	01	Gastos de capacitación
462900102	46290	01	02	Gastos por sala cuna y jardín infantil
462900190	46290	01	90	Otros
464000000	46400	00	00	GASTOS DE ADMINISTRACIÓN
464100100	46410	01	00	Gastos generales de administración
464100101	46410	01	01	Gastos por contratos de arrendamiento a corto plazo
464100102	46410	01	02	Gastos por contratos de arrendamiento de bajo valor
